rain	temp_min	temp_max	date
0.7			2022-05-30
15.1			2022-05-31
0.2			2022-06-01
1.0			2022-06-03
0.0			2022-06-04
0.0			2022-06-05
15.3			2022-06-06
2.5			2022-06-07
0.0			2022-06-08
0.0			2022-06-09
0.3			2022-06-10
0.0			2022-06-11
0.0			2022-06-12
0.0			2022-06-13
0.0			2022-06-14
0.0			2022-06-23
0.0			2022-07-13
0.0			2022-07-14
4.6			2022-07-15
0.0			2022-07-17
0.0			2022-07-18
0.0			2022-07-19
0.0			2022-07-20
0.0			2022-07-21
0.1			2022-07-22
0.0			2022-07-23
0.0			2022-07-24
0.0			2022-07-25
10.0			2022-07-26
0.0			2022-07-27
22.0			2022-07-28
0.2			2022-07-29
0.0			2022-07-30
36.7			2022-07-31
11.5			2022-08-01
0.1			2022-08-05
0.0			2022-08-07
0.0			2022-08-08
0.0			2022-08-09
0.0			2022-08-10
0.0			2022-08-11
0.0			2022-08-12
0.0			2022-08-13
0.0			2022-08-14
0.0			2022-08-15
0.0			2022-08-16
0.0			2022-08-18
0.0			2022-08-19
0.0			2022-08-20
0.0			2022-08-21
0.0			2022-08-22
0.2			2022-08-23
0.0			2022-08-25
0.0			2022-08-26
0.0			2022-08-29
0.0			2022-08-30
4.4			2022-08-31
0.7			2022-09-01
0.2			2022-09-02
0.0			2022-09-03
0.0			2022-09-04
0.5			2022-09-05
0.9			2022-09-06
1.0			2022-09-07
0.0			2022-09-08
0.0			2022-09-09
0.0			2022-09-14
0.0			2022-09-16
0.0			2022-09-17
0.0			2022-09-18
0.0			2022-09-19
0.0			2022-09-21
0.0			2022-09-22
0.0			2022-09-23
0.0			2022-09-24
0.0			2022-09-25
0.0			2022-09-27
0.0			2022-09-28
0.0			2022-09-29
1.4			2022-10-02
0.0			2022-10-03
0.0			2022-10-04
0.0			2022-10-05
0.0			2022-10-06
0.0			2022-10-07
0.0			2022-10-08
0.0			2022-10-09
0.0			2022-10-10
0.0			2022-10-12
0.1			2022-10-13
0.2			2022-10-14
2.4			2022-10-15
0.0			2022-10-16
3.0			2022-10-17
0.2			2022-10-18
0.9			2022-10-21
1.0			2022-10-22
0.0			2022-10-23
0.1			2022-10-24
2.1			2022-10-25
0.0			2022-10-26
30.8			2022-10-27
0.0			2022-10-28
0.0			2022-10-30
0.4			2022-10-31
0.0			2022-11-01
0.0			2022-11-04
73.5			2022-11-05
23.5			2022-11-06
0.0			2022-11-07
16.1			2022-11-08
2.9			2022-11-11
0.0			2022-11-12
35.5			2022-11-13
53.7			2022-11-14
3.6			2022-11-15
0.0			2022-11-16
2.0			2022-11-17
0.0			2022-11-18
0.0			2022-11-19
0.0			2022-11-20
0.0			2022-11-21
0.0			2022-11-22
0.0			2022-11-23
0.0			2022-11-24
0.3			2022-11-25
0.0			2022-11-26
6.5			2022-11-28
0.0			2022-11-30
0.0			2022-12-01
0.0			2022-12-02
0.4			2022-12-03
0.0			2022-12-04
0.7			2022-12-06
0.0			2022-12-07
0.0			2022-12-08
0.0			2022-12-09
9.8			2022-12-10
3.7			2022-12-11
0.0			2022-12-12
0.2			2022-12-13
0.0			2022-12-14
1.4			2022-12-16
0.0			2022-12-17
19.3			2022-12-19
3.5			2022-12-20
29.7			2022-12-22
0.2			2023-01-18
0.0			2023-01-19
0.0			2023-01-20
6.2			2023-01-21
46.3			2023-01-22
0.4			2023-01-23
7.3			2023-01-24
21.2			2023-01-25
0.0			2023-01-26
0.0			2023-01-29
0.3			2023-02-02
57.0			2023-02-03
38.8			2023-02-04
46.8			2023-02-05
12.0			2023-02-07
0.1			2023-02-08
0.0			2023-02-09
0.0			2023-02-10
0.0			2023-02-11
0.0			2023-02-12
0.0			2023-02-13
0.0			2023-02-14
0.0			2023-02-15
0.0			2023-02-16
0.0			2023-02-17
0.0			2023-02-18
2.8			2023-02-20
0.0			2023-02-21
0.0			2023-02-23
0.0			2023-02-24
0.0			2023-02-25
0.0			2023-04-08
0.0			2023-04-10
0.0			2023-04-11
0.0			2023-04-12
0.0			2023-04-13
0.0			2023-04-14
0.0			2023-04-15
0.0			2023-04-16
0.0			2023-04-17
0.0			2023-04-18
0.0			2023-04-19
0.4			2023-04-21
0.0			2023-04-23
0.0			2023-04-24
0.0			2023-04-25
1.7			2023-04-28
5.5			2023-04-29
13.1			2023-04-30
1.9			2023-05-01
1.0			2023-05-02
14.9			2023-05-03
0.0			2023-05-04
13.8			2023-05-05
0.0			2023-05-06
0.0			2023-05-07
0.0			2023-05-08
0.7			2023-05-10
0.0			2023-05-11
0.5			2023-05-13
0.4			2023-05-15
0.0			2023-08-06
0.0			2023-08-07
0.0			2023-08-15
0.0			2023-08-16
0.0			2023-08-17
10.3			2023-08-18
0.1			2023-08-19
0.0			2023-08-20
0.0			2023-08-21
0.0			2023-08-23
0.0			2023-08-25
0.0			2023-08-26
0.0			2023-08-27
0.0			2023-08-28
0.0			2023-08-29
0.5			2023-08-30
49.4			2023-09-02
19.7			2023-09-03
3.8			2023-09-04
3.8			2023-09-05
10.6			2023-09-06
26.1			2023-09-07
24.6			2023-09-08
0.2			2023-09-09
3.6			2023-09-10
19.6			2023-09-11
0.4			2023-09-13
14.0			2023-09-14
61.3			2023-09-15
0.4			2023-09-16
0.0			2023-09-17
45.9			2023-09-18
5.8			2023-09-19
24.6			2023-09-20
0.0			2023-09-21
0.0			2023-09-22
1.8			2023-09-23
0.1			2023-09-24
0.0			2023-09-25
0.0			2023-10-30
0.3			2023-10-31
5.6			2023-11-01
9.9			2023-11-02
2.5			2023-11-04
2.5			2023-11-05
8.1			2023-11-06
0.0			2023-11-07
14.3			2023-11-08
4.5			2023-11-09
111.5			2023-11-10
0.0			2023-11-11
0.0			2023-11-12
10.3			2023-11-13
11.8			2023-11-14
2.5			2023-11-15
0.0			2023-11-16
0.0			2023-11-17
0.0			2023-11-18
3.1			2023-11-19
0.5			2023-11-21
0.8			2023-11-22
19.7			2023-11-23
0.0			2023-11-24
0.4			2023-11-25
0.5			2023-11-26
0.1			2023-11-27
29.1			2023-11-28
3.9			2023-11-29
1.5			2023-11-30
0.8			2023-12-01
12.2			2023-12-02
16.6			2023-12-04
7.8			2023-12-05
21.5			2023-12-06
7.2			2023-12-07
0.3			2023-12-08
35.8			2023-12-10
12.9			2023-12-11
0.0			2023-12-12
1.5			2023-12-13
0.6			2023-12-14
4.2			2023-12-15
87.4			2023-12-16
13.3			2023-12-17
13.3			2023-12-18
54.1			2023-12-19
4.5			2023-12-20
0.2			2023-12-21
0.0			2023-12-22
0.0			2023-12-23
0.0			2023-12-24
0.0			2023-12-25
0.0			2023-12-26
0.0			2023-12-27
51.3			2023-12-28
1.0			2023-12-30
0.6			2023-12-31
14.0			2024-01-01
39.0			2024-01-02
0.0			2024-01-03
0.0			2024-01-04
0.0			2024-01-05
2.6			2024-01-06
0.0			2024-01-07
83.9			2024-01-09
15.3			2024-01-10
46.9			2024-01-11
0.0			2024-01-12
0.0			2024-01-13
0.0			2024-01-14
0.0			2024-01-15
0.0			2024-01-16
0.0			2024-01-17
0.0			2024-01-18
0.0			2024-01-19
0.0			2024-01-20
0.0			2024-01-21
0.0			2024-01-22
0.0			2024-01-23
0.0			2024-01-24
0.0			2024-01-25
0.0			2024-01-26
0.0			2024-01-27
0.0			2024-01-28
0.0			2024-01-30
0.0			2024-01-31
0.0			2024-02-01
0.1			2024-02-02
0.0			2024-02-03
0.3			2024-02-04
4.9			2024-02-05
1.4			2024-02-06
0.0			2024-02-07
0.0			2024-02-08
0.0			2024-02-09
0.0			2024-02-10
0.0			2024-02-11
0.0			2024-02-12
0.0			2024-02-13
0.0			2024-02-14
0.2			2024-02-15
0.0			2024-02-16
0.0			2024-02-18
0.0			2024-02-19
0.0			2024-02-20
0.0			2024-02-21
0.0			2024-02-22
